text,label
subject: what she doesnt know sprig bashaw direct to you warehouse direct r _ x discounts the best available ! ! : : more info : : its not the size of the dog in the fight ; its the size of the fight in the dog . - mark twain ( 1835 - 1910 ) not only is there no god ; but try finding a plumber on sunday . - woody allen ( 1935 - ),spam
"subject: hpl noms for june 24 thru 26 , 2000 ( see attached file : hplo 624 . xls ) - hplo 624 . xls",ham
subject: ladies rolex watches call me at rolex time amy acuff loves rolex watches,spam
"subject: re : hpl / enron actuals for june 8 , 2000 oops , sorry , they are for the 7 th . . .",ham
"subject: well heads phillips has changed there nom at meter 6673 . vance had 119 in his file but phillips sent in a nom today for 948 . so far it has flowed for april between 1100 and 841 . prize has some changes . meter from to march range . 4028 1113 717 1137 to 887 5579 2733 2381 2800 to 2578 5767 115 150 140 to 103 6191 249 154 253 to 217 6675 120 239 78 to 156 9604 109 32 38 to 63 4965 149 180 71 to 288 5121 1163 1135 303 to 703 vintage 989603 0 330 no mom in april , nomed 270 in march .",ham
"subject: base gas roll for april 01 due to some unscheduled problems . . . . . the base gas roll for april was not completed last night . it will be run tonight however . thanks gg - - - - - - - - - - - - - - - - - - - - - - forwarded by george grant / hou / ect on 03 / 20 / 2001 01 : 29 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - george grant 03 / 19 / 2001 10 : 00 am to : luis aybar / enron enronxgate cc : vance l taylor / enron enronxgate , daren j farmer / hou / ect ect , robert cotten / hou / ect ect , edward terry / hou / ect ect subject : base gas roll for april 01 the texas desk has requested that we run the base gas roll tonight , 3 / 19 for april 2001 production thanks gg",ham
"subject: fw : win - dows xp + office xp = 80 dol lars . you can get oem software including microsoft / microsoft office , adobe , macromedia , corel , even titles for the macintosh up to 80 % off . you need to see it to believe it , you can download it straight from this site by going here , keep in mind you ' ll need to burn the iso to a cd , if you don ' t have a cd burner you can go here and have them mail it right to your doorstep at no extra cost .",spam
"subject: new nomination - - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 06 / 13 / 2000 12 : 28 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - "" jan svajian "" on 06 / 13 / 2000 11 : 07 : 59 am to : cc : subject : new nomination see attached . - enron nom change . xls",ham
"subject: january nominations at shell deer park fyi - they did request 110 m / day , however , the load must have dropped off . i am checking into this , and will email the findings . mary - - - - - - - - - - - - - - - - - - - - - - forwarded by mary poorman / na / enron on 01 / 02 / 2001 07 : 47 am - - - - - - - - - - - - - - - - - - - - - - - - - - - "" shankster jl ( luther ) "" on 12 / 19 / 2000 03 : 32 : 26 pm to : "" ' lamphier , gary ' "" cc : "" carter , john "" , "" ricks , ruth "" , kyle . r . lilly enron . com , mary . poorman enron . com subject : january nominations at shell deer park gary , january 2001 nominations for gas delivery to shell deer park are as follows : firm baseload - 110 , 000 mmbtu / d spot swing supply - 0 ( zero ) delivery of the above contract quantities is expected to be as follows : hpl - hp hpl - e hpl - s firm 35 , 000 mmbtu / d 40 , 000 mmbtu / d 35 , 000 mmbtu / d on or about january 7 th we are currently planning on beginning our much anticipated scheduled turnaround work . natural gas demand is expected to decrease with hpl ' s portion being 20 , 000 mmbtu / d coming primarily out of the hp / e station . this will leave total demand at 90 , 000 mmbtu / d for the remainder of the month . please let me know if you have any questions j . luther shankster energy & utilities planning > phone : 713 / 277 - 9307 > fax : 713 / 277 - 9941 > e - mail : jlshankster equiva . com > home page : http : / / rsweb > >",ham
"subject: everyone love it adam user id : 6 eligible date : tue , 05 oct 2004 04 : 59 : 16 - 0100 mime - version : 1 . 0 content - type : multipart / alternative ; boundary = - - 1283944723085771570 - - - - 1283944723085771570 content - type : text / plain ; content - transfer - encoding : 7 bit the lowest price of all med ' s is here . * vicodin ( $ 45 only ) * via - gra ( $ 57 only ) * vaiium ( $ 49 only ) * hydrocodone ( $ 49 only ) * phen - termine ( $ 88 only ) we are the be - st available nowadays . http : / / www . local 247 . biz this is 1 - time mai - | ing . no re moval are re quired - - - - - -",spam
"subject: vacation i will be on vacation friday , june 2 through monday , june 12 . in my absence please direct any questions or issues to these people . bammel storage - george grant texaco - stella midtexas - carlos cp & l - charlotte hl & p - charlotte confirmation of meters - robert error reports - sabrae if you have any questions before i leave , just let me know . - aimee",ham
subject: how to earn thousands writing google adwords part - time kara googlecash gives you all the tools you need to turn the search engine google . com into an autopilot cash generating machine ! what ' s your dream lifestyle ? phosphor disco ghoulish eardrum airplane geriatric approximant drop colby coquette greta corollary trafficking mimi horseplay diamond diverge cession handline babysat eccles wave beaver boletus parasol widget mona adipic endurance marketwise carrara ovary medicine musician nuance bloodbath clamshell caramel jostle tamale gladiolus goldberg papa proper pump allure constant magna cat albatross upholstery presumptuous inconspicuous clink auditor acrobat freshwater peptide bakersfield brutal ablution byzantine putnam chafe despoil bloodroot disciplinarian margo ferrite irresistible dessert cyclic latch mileage corset pinkish ellis blue phonology difficulty belle largesse ani stomach inductor worthwhile rhea axon jumble handy epiphany nonogenarian bamako below buick narcissist divestiture marketplace cameron alcoholic celebrate sapient mutiny tetrachloride emboss pink anomaly oratorical wakeup prominent huntington demark tippy beheld arbitrary dais wound bullfinch salve content dibble aug auditor though zachary drill worm pubescent reptile augustus copperhead hydrology clock questionnaire dynamo claret effloresce lodge madam anthropomorphism,spam
"subject: vlagra $ 2 . 60 discount drugs . . . save 80 % every order ! we are the number one online retailler for dozens of medications . our customers save 80 cents out of every dollar , every time , compared to the industry price . yes , that is less than quarter - price our key to keeping customers satisfied is : easy ordering online save 80 % on regular price we have massive stocks of drugs for same day dispatch fast delivery straight to your door with discrete packaging we are the biggest internet retailler with thousands of regular customers no consultation fee no intimate questions or examinations no appointment no prior prescription needed private and confidential service please come by our shop , see for yourself the massive range of products that we have available . we do have the lowest price and huge stocks ready for same - day dispatch . two million customers can ' t be wrong ! see our full range at http : / / bucketed . net / ? cheapgeneric",spam
"subject: hl & p february premlinary flow numbers attached are the february preliminary numbers . . . . . janet , for march 1 , i have confirmed 3 , 000 3 rd party at the san jac meter ( 1554 ) . . . thank you !",ham
"subject: hpl nom for march 28 , 2001 ( see attached file : hplno 328 . xls ) - hplno 328 . xls",ham
"subject: blue dolpin / august and september 2001 darren , i received another invoice for september production for blue dolphin . are we responsible for transportation fees for september and future production months ? also , do the dehydration fees ( mei ) apply to aep as well ? currently , the august invoices have not been paid . if ena upstream is not responsible , let me know who / where i should forward the invoices . - - - - - original message - - - - - from : olsen , michael sent : friday , october 05 , 2001 1 : 18 pm to : beale , antoinette subject : re : blue dolpin august 2001 we have no activity with blue dolphin . this has got to be aep , old hpl business . - - - - - original message - - - - - from : beale , antoinette sent : friday , october 05 , 2001 11 : 39 am to : olsen , michael cc : chance , lee ann subject : blue dolpin august 2001 mike , i have received an invoice from blue dolphin for august 2001 . nothing is scheduled in ena or upstream for august production . let me know your thoughts on the matter . thanks !",ham
"subject: re : your job is at stake . obtain university recognition for your life - long achievements , and what you already know ! awards can also be granted for the purpose of honoring those who exemplify the ideals of higher education through their significant achievements and contributions to business and society in their respective geographic area . for a doctorate or masters of business administration , a previous university education may not be required for persons with extensive experience in any field related to civil service , business administration , management , finance , healthcare , military , etc . it takes only 14 days if you start today , yes ! read more click here to submit your resume for evaluation to stop future solicitation click here",spam
"subject: dealers and distributors wanted ! new ! communication products ! $ 129 . 50 $ 168 . 00 $ 185 . 00 telephone line sharing device power on / off , reboot equipment remotely using a single telephone line one single line you can install upto 3 / 5 or 9 different devices with one "" telephone "" line connected to the stick , it will automatically route the call to the telephone ( voice ) , fax machine or modem ( internet ) . eliminating the need cost of more lines . compatible with ksu and pbx systems power control and remote reboot and power on / of ( up / down ) , computers and other equipment ( eg . atm machines ) using the phone line ! ! no need to travel ! power stone also safeguards information against hackers , protects against power fluctuations , and lowers electricity consumption save hundreds of dollars in phone line charges ! the polnet acp ( automatic call processors ) . one single line you can install upto 3 / 5 or 9 different devices ! safeguards against hackers , provides surge protection . used for : data terminals , credit card terminals , storage and monitoring equipment , fax machines , modems . benefits : benefits : benefits : saves money by eliminating dedicated phone lines ! ! add equipment without adding lines . precision routing . roi within 3 to 6 months . one year warranty . reduces downtime . improves customer service . saves costly service calls . return on investment realized with one saved service call . one year warranty . saves money by eliminating dedicated phone lines ! ! centralized control from remote location . roi within 3 to 6 months . rugged , dependable in harsh environments . two year warranty . features : features : features : extremely flexible touchstone programming . user defined transfer codes . broad compatibility with telephony equipment and telco services . barge - in protection . stackable . non - volatile programming . auto fax detect . no loss of data throughput speed or integrity . . . . invisible to call transaction . toll free tech support . manual or automatic operation modes . 120 vac receptacle . 15 a breaker . touchtone control with security or ring to trip control . touchtone programming . toll free tech support . extremely flexible touchtone programming , remote programming optional . user defined transfer codes to seven digits . broad compatibility with telephony equipment and telco services . barge - in protection . dual surge protection . emergency barge - in for priority calls . no loss of data throughput speed or integrity . . . . invisible to call transaction . toll free tech support . visit : http : / / www . computron - me . com for deals ! your one stop / office # td 01 , jebel ali duty free zonedubai , uae . www . computron - me . com for latest clearance sale listing contact our sales department . for further details please send your enquiries to : dealers emirates . net . aeor contact via www . computron - me . com compaq hewlett packard 3 com dell intel iomega epson aopen creative toshiba apc cisco us robotics microsoft canon intellinet targus viewsonic ibm sony - - - - - - - and lots more ! ! ! if you have any complaints / suggestions contact : customerservice computron - me . com tel + 971 4 8834464 all prices in u . s . dollars , ex - works , fax + 971 4 8834454 jebel ali duty free zone www . computron - me . com prices and availability subject to change usa - canada u . a . e . without notice . to receive our special offers in plain text format reply to this mail with the request * for export only * this email can not be considered spam as long as we include : contact information remove instructions . this message is intended for dealer and resellers only . if you have somehow gotten on this list in error , or for any other reason would like to be removed , please reply with "" remove "" in the subject line of your message . this message is being sent to you in compliance with the federal legislation for commercial e - mail ( h . r . 4176 - section 101 paragraph ( e ) ( 1 ) ( a ) and bill s . 1618 title iii passed by the 105 th u . s . congress . all logos and trademarks are the property of their respective owners products may not be exactly as shown above - - to unsubscribe from : computron 4 , just follow this link : click the link , or copy and paste the address into your browser . please give it atleast 48 hours for unsubscription to be effective .",spam
"subject: meter 9769 jan 00 aimee / george : per daren , we have a purchase deal at meter 9769 , but the allocation is nomed on the pg & e contract . could you please verify with brian if this is truely their gas or ours ? thanks thu",ham
"subject: equistar quote here you go buddy ! ! i ' m off to the astros game , so if you have any questions , call me tomorrow ! ! - equistarena . xls",ham
"subject: thank you for your contribution ! together we can change lives ! thank you for changing lives . employee id : 90011947 name : jerry d farmer payment amount : 10 . 00 payment method : one - time deduction from paycheck payroll date : 01 / 15 / 02 leadership giving roster : no make a difference club : not applicable mailing address : 2747 meadowtree spring , tx 77388 us your donation is designated for : united way of the texas gulf coast written acknowledgement of contribution : no "" you will find , as you look back on your life , that the moments that stand out are the moments when you have done things for others . "" - henry drummond",ham
"subject: meter 1428 - brandywine / dupont and beamont methanol my contact at beaumont methanol asked me to tell everybody in our shop the following : to clarify whom to contact about the nomination and scheduling for beaumont methanol at meter # 1428 . first some background : we feed beaumont methanol through a meter station that we own and control , but which also feeds brandywine / dupont . in fact , the gas goes through a dupont pipeline header downstream of our meter station before it gets to beamont methanol . sometimes we are doing business with both beaumont methanol and brandywine / dupont . . . . . but sometime we only do business with one of them . whom to call for any nominations and scheduling issues for beaumont methanol : bob dorcheus - brandywine / dupont - 281 - 293 - 1789 chyral hankins - beaumont methanol ( terra ) - 712 - 233 - 6558 please do not call the beaumont methanol control room at the plant with regard to scheduling and nomination issues . they are out of the loop on these issues . if we call the beaumont methanol control room at the plant with regard to scheduling and nominations issues , it will cause confusion of the type we had yesterday and today . obviously , it is of course ok for hpl gas control to call the beaumont methanol plant control room on any emergency operational issues . thanks . . . and have a great weekend . lee",ham
subject: 19 and readyyet click here to be removed,spam
"subject: now you can last all weekend long w . ith no problem connotative html body phel ! - - senorita - - lo , br br wan ! - - avoidance - - na go all wee ! - - kurt - - kend ? br for ! - - sickroom - - get via ! - - crispin - - gra , we h ! - - adelia - - ave cia ! - - frighten - - lis che ! - - planar - - apbr br a href = http : / / www . . biz / c 3 / ? aff _ id = aa 99 la ! - - cocky - - st the ent ! - - pacifism - - ire wee ! - - momentum - - kend br / a b brbrbrbrbrbr rem ! - - ferguson - - ove at www . wholesal ! - - evolve - - erxdisco ! - - musk - - unts . bizbr font style = font - size : 1 ; materiel bogging cyclone skeleton tuesday metalliferous ellipsis cowpunch snout bike prudent law brow proportion feeble liken recitative doublet yuck acclamation cavemen bordeaux worn dickens freud ncar expunge berlitz valine vestal cast transition maxima horrify susceptible qualified intermit media br stimulatory berserk pastry valid blackbird bequest exclamation stealthy everhart timothy palladia postmen stunk diagrammatic accomplish blood breadboard farmhouse oodles absenteeism counselor br mesa buff bedpost checkup pigeon acceptant reticulum parliamentarian chautauqua quadripartite salami pasteup olson collocation metalliferous woodward nudge dunn yarn br parboil barton slew balkan alcoa mob aphorism anharmonic remission lilt teasel abstinent blustery match buchanan besotted rochester operatic crop averring cancerous codify captaincy jeopard flashy blanch fruehauf mullion shrewd sore alway southwestern debarring counterman backfill tappet piracy coco becky dockside despond br angela june elk topsy wealth arrogant congolese absorbent koinonia centerpiece secondhand frontiersman northampton crag rudder butadiene beatify divert aristocrat / font / b / body / html",spam
"subject: fwd : bargain : v : alium # v | gra $ : x : anax ? fi ` 0 ric 3 t pnte / r / min tburn we offer a complimentary medical consultation with one of our doctors to determine which treatment is best for you . highest quality drugs we offer : $ : pntermin : ? v | gra = va / l / ium # x nax ` s : o : ma % at ` | v n plus : fl 3 xe : ril , ce | 3 b : rex , fi : 0 ric 3 t , tr ` am do | , u | : tr m , l 3 vitr ' a , prop 3 c . ia , ac ' yc | 0 vir , pro . z c , p xi ' l , bu . sp r , adipe : x , ion ` amin , m : 3 ridia , x 3 nica : | , a ' mbi 3 n , son ` ata all medications are fda approved . best prices here .",spam
"subject: re : october , 2000 deals missing daren , fyi . bob - - - - - - - - - - - - - - - - - - - - - - forwarded by robert cotten / hou / ect on 09 / 27 / 2000 12 : 04 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - vance l taylor 09 / 27 / 2000 11 : 02 am to : robert cotten / hou / ect ect cc : melissa graves / hou / ect ect subject : re : october , 2000 deals missing bob , please see responses highlighted in red text . thanks , vlt x 3 - 6353 enron north america corp . from : robert cotten 09 / 26 / 2000 05 : 56 pm to : vance l taylor / hou / ect ect cc : subject : october , 2000 deals missing vance , the following deals are missing for october , 2000 : counterparty name meter # nomination type of purchase status camden resources 9858 3 , 000 firm this is a new package of gas ; production is not on - line cokinos natural gas 9840 2 , 500 firm this is a new package of gas ; production is not on - line cross - tex energy 9843 315 firm this is a new package of gas ; production is not on - line crosstech energy 6519 2 firm should darren monitor ; currently not an hplc purchase d . w . pickett 9737 5 n / a k terminated effective 10 / 1 / 00 duke energy 6347 139 spot will submit request for spot ticket engage energy 5848 208 spot will submit request for spot ticket engage energy 5923 779 spot will submit request for spot ticket eog 9645 63 firm formerly aransas drilling ; has evergreen status ( flip flag ) heatherloch 6879 544 single trans firm should darren monitor ; currently not an hplc purchase cummins production is not on - line mcbee operating 6210 7 , 713 firm has evergreen status ; need to "" flip flag "" north central 5228 3 , 000 firm this is a new package of gas ; production is not on - line onyx gathering 9673 1 n / a k terminated effective 10 / 1 / 00 pringle resources 9849 1 firm this is a new package of gas ; will submit one month ticket shoreline gas 6691 10 n / a k terminated effective 10 / 1 / 00 swift energy 2630 322 spot will submit request for spot ticket tri - union 2697 700 firm this is a new package of gas ; production is not on - line vintage gas 9603 300 spot will submit request for spot ticket white oak 4251 96 firm formerly the lamay corp . whiting petroleum 6523 100 spot will submit request for spot ticket please advise . thanks . bob",ham
"subject: re : sitara positions , end of month feedback from unify robert superty ect 11 / 16 / 2000 09 : 02 am to : randall l gay / hou / ect ect , edward terry / hou / ect ect , victor lamadrid / hou / ect ect , tricia spence / hou / ect ect , george smith / hou / ect ect , beverly beaty / hou / ect ect , pat clynes / corp / enron enron , patti sullivan / hou / ect ect , donna greif / hou / ect ect , richard pinion / hou / ect ect cc : dave nommensen / hou / ect ect , matt pena / na / enron enron , bob m hall / na / enron enron subject : re : sitara positions , end of month feedback from unify please take note of dave ' s very important message regarding sitara positions . we absolutely cannot afford to go through this again and need to do everything possible to help limit the exposure . with prices where they are and winter weather upon us we will most likely have a very challenging bid week . that being said i want each of you to make sure we adhere to the "" daily clean "" process . you should pull all the necessary reports each day and keep after the schedulers to make sure they are up to date . if you wish , donna and richard can make these available each day and distribute to the group . we don ' t have much time so this needs to happen immediately . donna , please provide me with a daily summary of all the desks for the remainder of the month . let me know if you have any questions or concerns , thanks - bob from : dave nommensen 11 / 16 / 2000 08 : 31 am to : robert superty / hou / ect ect , randall l gay / hou / ect ect , george smith / hou / ect ect , edward terry / hou / ect ect , victor lamadrid / hou / ect ect , tricia spence / hou / ect ect , beverly beaty / hou / ect ect , pat clynes / corp / enron enron , patti sullivan / hou / ect ect , carlos j rodriguez / hou / ect ect , kevin heal / cal / ect ect , anita k patton / hou / ect ect cc : matt pena / na / enron enron , donna greif / hou / ect ect , richard pinion / hou / ect ect , kathryn bussell / hou / ect ect , jeff johnson / corp / enron enron , bob m hall / na / enron enron , jayant krishnaswamy / hou / ect ect , scott mills / hou / ect ect , tommy j yanowski / hou / ect ect , richard burchfield / hou / ect ect subject : sitara positions , end of month feedback from unify bob , et al , as i am sure you recall , we had a problem with sitara positions earlier in the month and had to cease trading early and revert to cpr for positions . although i have not gotten very far in my transition off of unify and onto sitara and tds , we do see some potential for this happening again towards the end of this month and the beginning of next month . the problem with managing positions is a combination of sheer deal counts , along with updates to those deals . a large portion of these updates come to sitara via the unify bridge back process . it would be ideal if we could continue to have the unify data "" cleaned / scrubbed "" week to week and try to avoid having the bulk of the month being updated / bridged in the final week / days of the month . i know this is the goal of logistics , but i just want to help reinforce that goal due to the performance impact it can have on the gas trading systems . perhaps a few extra pair of eyes on the pipeline exception summary and the bridge back pipeline summary in unify this month would help . another area that causes these transaction counts to increase is the need to have 2 months "" active "" at a time . in other words , when november is over and we are in the first week or two of december , sitara continues to maintain positions for november . this november data degrades the ability to update december positions in a timely manner . we may find ourselves having to remove the november deals from the sitara positions sooner than we have in the past . i will be trying to work with the sitara team in the coming days / weeks to implement some combination of quick fixes , as well as look into the long term changes necessary to support our increased trading business . please let me know if you have any questions or comments in this area . thanks , d . n .",ham
"subject: offend mosley , govenment don ' t want me to sell undergroundcd ! check your spouse and staff investigate your own credit - history hacking someone pc ! disappear in your city bannedcd 2004 http : / / www . 9001 hosting . com / cd / jackboot , when the truck .",spam
subject: fw : field services office this email and any files transmitted with it from the elpaso corporation are confidential and intended solely for the use of the individual or entity to whom they are addressed . if you have received this email in error please notify the sender .,ham
"subject: txu noms . for 10 / 3 / 2000 attached are the txu nomination for tuesday , oct . 3 , 2000 . ( see attached file : hpll 003 . xls ) - hpll 003 . xls",ham
"subject: escalation procedures - gas logistics desk managers , i will be issuing a small laminated version of the attached list of contacts for escalation of unify and edi issues in a small laminated version . the objective in putting richard first on the list is to address any issues that are business related or education related prior to getting it folks involved ; thereby , freeing up our it folks to work on programming fixes and enhancements . > after implementation , if you feel these escalation procedures are not providing the level of support your desk requires , please let me know . regards , tammy",ham
"subject: revision # 1 - hpl nom for august 1 , 2000 ( see attached file : hplo 801 . xls ) - hplo 801 . xls",ham
"subject: hpl nom for february 13 , 2001 ( see attached file : hplno 213 . xls ) - hplno 213 . xls",ham
"subject: hpl meter # 981046 butane plant neches gas dist h daren : during the period of 9 / 5 / 99 thru 9 / 6 / 99 , the above meter recorded flow of 3 , 962 mmbtus . there was no deal at this meter the month prior or after . currently , logistics has these volumes recorded to hpl strangers gas contract . in order to correct this , hpl logistics needs either a deal to record these volumes which have flowed into hpl ' s pipeline or logistics needs approval to writeoff these volumes to unaccounted for gas . ( please print , sign , and return the original to clem cernosek ) . approval to writeoff the volumes to unaccounted for gas loss or deal / deal ticket # / customer ( buyer / seller ) thank , clem",ham
"subject: lyz balk filters ? - forget xof 8 ttb bulk email - we send for you ! - email with no fear ! we offer to send your emails at a speed of 100 ' s of letters per second . we will use our powerful broadcast software to send your message to your list using our isp and servers . no troubles for you ! bulk email marketlng is fast and effective , we do all the mailing for you . you just provide us with the ad ! it ' s that simple ! your email campaign can be underway , often in less than 24 hours . request more information on our email sending services . . . . . . even to compare our prices . . . if you would rather not recelve any further information from us , please * * *",spam
"subject: transaction confirmation sheets jennifer / darren would you please forward to lisa maillet ( fax # 508 - 786 - 7201 ) a copy of the transaction confirmation sheet regarding the gas ( 2 , 977 mmbtu at lsp interconnect with oasis - waha and 5 , 000 mmbtu at lsp interconnect with pg & e ntp - 36 "" maypearl ) melp , as limited agent for abb alstom power inc , purchased from houston pipe line this past wednesday ( 3 / 29 / 00 ) . thanks trey",ham
"subject: re : meter 984229 - roos common point - trade zone 18 mary , hplc meter number 0984229 was physically remove from service in december , 1999 . typically , before hpl physically pulls a meter , production has ceased at minimum for 6 months or the production has been released . in the case of the roos common point , the producing wells were released and attached to meter 0989740 in 11 / 98 and the remaining wells are non - producing . resultingly , the only viable option for resolution is option 2 . we should take the deal to zero by "" unwinding "" it . vlt x 3 - 6353 mary poorman enron 10 / 24 / 2000 12 : 40 pm to : vance l taylor / hou / ect ect cc : katherine benedict / hou / ect ect , julie meyers / hou / ect ect , daren j farmer / hou / ect ect , pat clynes / corp / enron enron , robert cotten / hou / ect ect subject : re : meter 984229 - roos common point - trade zone 18 vance : per our conversation , we have two possible options to resolve this deal , depending on whether the wellheads are producing or not . producing : if that is the case , the purchase from calpine , and any contracts hedged to it will need to be backed up in the system to a wellhead level . once that is done , i will need to research in the system how those wellheads were allocated and paid and reallocate to your calpine deal . this will probably have to go back to hplc ' s ownership of hplr ' s gathering assets . non - producing : should we determine that the common point and any wells behind it have been shut - in , or p & a ' d , we will need to reallocate this deal to zero , and unwind any hedges against it ( or , move the hedges to another deal , if possible . since the deal is older , we probably sold lower priced contracts against the production and a buy - back today would possibly result in a financial loss ) . in either case , the deal needs to be cleaned up back to the date of last flow at meter 4229 , which i am currently looking into . i will email you as soon as i ascertain that date . in lieu of the past couple of days , we may need to look at all of the deals which were impacted by hplc ' s aquisition of hplr ' s gathering to ensure that they are being captured properly , both at a book level and at a state filing level . please let me know what your thoughts are as to how to accomplish this . thank you again for all of your hard work in this area , mary",ham
"subject: thanks ! really morning woodson are you sick of taking pil 1 s ? have you been looking for that extra umphh in the bed - room ? if so , then we ' ve got the answer for you . it ' s kindof like k / y but a hundred times better . http : / / abraham . bettergitit . com / x / newly it ' ll definately make both of your lives more fulfilling .",spam
"subject: business ideas : march 2005 hows it going looking for a new way to generate income easily with the explosion of the online world come new opportunities you no longer need tons of cash to reach a large audience you can run an online casiino from your home nothing fancy is needed , just a computer and a little money down telephone 1 - 877 - 800 - 5085 extention 315 to get set up chapel vampire altruism bunk sagacity",spam
subject: economise 60 percents or much more with our recipes direct prescriptions assists all people economise on expensive prescriptions medications at prices which are as much as 80 percents lower than retail pharmacy equivalents . test worths,spam
"subject: pathing procedures for buybacks to path a buyback { mop ; supply list } with an existing market deal { typically baseload } please follow these steps : theory # 1 : example ; supply deal = 5 . 0 / d supply deal = 7 . 0 / d & market deal = 10 . 0 / d 1 ) follow steps 1 & 2 in theory # 1 . 2 . ) additionally , create a service transportation contract { i . e . k - 215 } in the path list . 2 . ) path 7 . 0 on the "" buy / sell "" path list contract and 10 . 0 on the transport { i . e . k - 215 } contract . this procedure will eliminate an out - of - balance in mop for both the "" supply deal and the market deal "" and send 3 . 0 to pop via x - port k - 215 . note : never path a buyback { supply deal } using a receipt transport contact and the { market deal } using a delivery transport contract . pop ' s should only reflect the "" net "" on these two transactions { buyback and baseload deal } .",ham
"subject: meter 980070 lonestar / hpl rusk for 10 / 99 per our conversation , we do not have any numbers with 2 zeros in front . 980070 does not exists in mips . thanks . - - - - - - - - - - - - - - - - - - - - - - forwarded by peggy cameron / gpgfin / enron on 11 / 01 / 2000 09 : 56 am - - - - - - - - - - - - - - - - - - - - - - - - - - - mary poorman 11 / 01 / 2000 09 : 18 am to : peggy cameron / gpgfin / enron enron , patricia kirkwood / gpgfin / enron enron cc : daren j farmer / hou / ect ect , pat clynes / corp / enron enron subject : meter 980070 lonestar / hpl rusk for 10 / 99 peggy and patricia , this is the last allocation exception i have to clear . when you have the time , could you check the volumes for gas days 28 - 31 for october , 1999 . i phoned peggy this morning regarding this meter , and apparently it is outside measured . i need to verify that flow occured so that i can have a deal ( s ) extended to allocate the flow to . thank you again for all of your assistance , i really appreciate all that you have done . mary daren , i am going to leave a copy of the meter volume , and prior purchases to review . thank you for you assistance and patience . mary",ham
"subject: february nominations at shell deer park - - - - - - - - - - - - - - - - - - - - - - forwarded by mary poorman / na / enron on 01 / 25 / 2001 10 : 47 am - - - - - - - - - - - - - - - - - - - - - - - - - - - "" shankster jl ( luther ) "" on 01 / 25 / 2001 10 : 33 : 52 am to : "" ' lamphier , gary ' "" cc : kyle . r . lilly enron . com , mary . poorman enron . com , "" carter , john "" , "" ricks , ruth "" subject : february nominations at shell deer park gary , february 2001 nominations for gas delivery to shell deer park are as follows : firm baseload - 75 , 000 mmbtu / d spot swing supply - 0 ( zero ) delivery of the above contract quantities is expected to be as follows : hpl - hp hpl - e hpl - s firm 15 , 000 mmbtu / d 25 , 000 mmbtu / d 35 , 000 mmbtu / d turnaround activity started in january is expected to continue for the duration of february please let me know if you have any questions j . luther shankster energy & utilities planning > phone : 713 / 277 - 9307 > fax : 713 / 277 - 9941 > e - mail : jlshankster equiva . com > home page : http : / / rsweb >",ham
"subject: april availabilities - - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 03 / 22 / 2000 03 : 40 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - "" steve holmes "" on 03 / 22 / 2000 01 : 51 : 48 pm to : , cc : , , , , , , , , , , , , , , , , , subject : april availabilities please see the attached spreadsheet and accompanying letter . the spreadsheet outlines volumes available from devon energy for the month of april 2000 . please note the spreadsheet has three tabs . all three tabs contain volumes available for sale to enron . please feel free to contact me with any questions you have . thanks , steve holmes devon energy corporation ( 405 ) 552 - 4665 steve . holmes dvn . com - enronapril 2000 noms . doc - enronavailso 400 . xls",ham
"subject: explore really good super viagrma ! : - ) a unshackling vesicopubic taciturnly . ' ello , ' ello , ' ello , what have we got here ? to speak of morals in art is to speak of legislature in sex . art is the sex of the imagination . ciali 6 s ( regaligs ) , at cheap prices . most zones charge $ 20 , we charge $ 4 . 95 . quite a diffeerence . cialiks is knnown as a super viagraa or weekend viagrxa because its eetcffs start soneor and last much lgnoer . shipped worldwide . your easy - to - use solution is here : http : / / www . medz 4 cheap . com / cia / ? dcent - - - - - if you do not wish to be misconjugate = ] fear cannot be without hope nor hope without fear . http : / / www . medz 4 cheap . com / off . htmlwriting criticism is to writing fiction and poetry as hugging the shore is to sailing in the open sea .",spam
"subject: feedback error - 1 / 00 could one of you please extend deal # 151203 for meter 1595 ? this deal expired 12 / 31 / 99 . thanks . aimee - - - - - - - - - - - - - - - - - - - - - - forwarded by aimee lannou / hou / ect on 03 / 06 / 2000 02 : 45 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - enron north america corp . from : karen lindley enron 03 / 06 / 2000 09 : 58 am to : aimee lannou / hou / ect ect cc : subject : feedback error - 1 / 00 aimee , there is a feedback error on swing meter 981595 , deal number 151203 for january 2000 . pops and mops systems match , however in checking in sitara , the deal number attached expired 12 / 31 / 99 . i am not sure you are the correct person to address this with , if not , please let me know . if you can fix this problem , please do so and let me know . thanks and let me know if you need any addtional data as well . karen x 58381",ham
"subject: estimated actuals for april 27 - 29 , 2001 following are the estimated actuals for april 27 - 29 , 2001 . as soon as we receive the numbers from duke they will be forwarded to you . april 27 , 2001 teco tap 20 . 000 april 28 - 29 , 2001 no flow",ham
